Identification code,Last name,First name,Age,sex,class,First name G1,First name G2,First name G3,Last name G1,Last name G2,Last name G3,Address : City G1,Address : City G2,"Address : Street, number, residence, building G1","Address : Street, number, residence, building G2",Address : Zip code G1,Address : Zip code G2,Email G1,Email G2,Home phone number G1,Home phone number G2,Home phone number G3,Mobile phone number G1,Mobile phone number G2,Mobile phone number G3,s2h_time,h2s_time
1685S5631,Kid_lastname_530,Kid_name_530,10,F,P-5,firstname_dad_530,firstname_mom_530,firstname_sitter_530,lastname_dad_530,lastname_mom_530,lastname_sitter_530,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_530,mom_email_530,+66,+66,,+66 81 999 9999_dad530,+66 081 888 8888_mom530,+66 081 777 7777_sitter530,,
441S5693,Kid_lastname_531,Kid_name_531,10,F,P-5,firstname_dad_531,firstname_mom_531,firstname_sitter_531,lastname_dad_531,lastname_mom_531,lastname_sitter_531,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_531,mom_email_531,+66,+66,,+66 81 999 9999_dad531,+66 081 888 8888_mom531,+66 081 777 7777_sitter531,,
14261,Kid_lastname_532,Kid_name_532,10,M,P-5,firstname_dad_532,firstname_mom_532,firstname_sitter_532,lastname_dad_532,lastname_mom_532,lastname_sitter_532,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_532,mom_email_532,+66,+66,,+66 81 999 9999_dad532,+66 081 888 8888_mom532,+66 081 777 7777_sitter532,,
14357,Kid_lastname_533,Kid_name_533,10,M,P-5,firstname_dad_533,firstname_mom_533,firstname_sitter_533,lastname_dad_533,lastname_mom_533,lastname_sitter_533,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_533,mom_email_533,+66,+66,,+66 81 999 9999_dad533,+66 081 888 8888_mom533,+66 081 777 7777_sitter533,,
14358,Kid_lastname_534,Kid_name_534,11,M,P-6,firstname_dad_534,firstname_mom_534,firstname_sitter_534,lastname_dad_534,lastname_mom_534,lastname_sitter_534,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_534,mom_email_534,+66,+66,,+66 81 999 9999_dad534,+66 081 888 8888_mom534,+66 081 777 7777_sitter534,,
14738,Kid_lastname_535,Kid_name_535,11,F,P-6,firstname_dad_535,firstname_mom_535,firstname_sitter_535,lastname_dad_535,lastname_mom_535,lastname_sitter_535,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_535,mom_email_535,+66,+66,,+66 81 999 9999_dad535,+66 081 888 8888_mom535,+66 081 777 7777_sitter535,,
14163,Kid_lastname_536,Kid_name_536,11,M,P-6,firstname_dad_536,firstname_mom_536,firstname_sitter_536,lastname_dad_536,lastname_mom_536,lastname_sitter_536,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_536,mom_email_536,+66,+66,,+66 81 999 9999_dad536,+66 081 888 8888_mom536,+66 081 777 7777_sitter536,,
14164,Kid_lastname_537,Kid_name_537,11,M,P-6,firstname_dad_537,firstname_mom_537,firstname_sitter_537,lastname_dad_537,lastname_mom_537,lastname_sitter_537,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_537,mom_email_537,+66,+66,,+66 81 999 9999_dad537,+66 081 888 8888_mom537,+66 081 777 7777_sitter537,,
2743S6226,Kid_lastname_538,Kid_name_538,11,F,P-6,firstname_dad_538,firstname_mom_538,firstname_sitter_538,lastname_dad_538,lastname_mom_538,lastname_sitter_538,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_538,mom_email_538,+66,+66,,+66 81 999 9999_dad538,+66 081 888 8888_mom538,+66 081 777 7777_sitter538,,
14617,Kid_lastname_539,Kid_name_539,11,F,P-6,firstname_dad_539,firstname_mom_539,firstname_sitter_539,lastname_dad_539,lastname_mom_539,lastname_sitter_539,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_539,mom_email_539,+66,+66,,+66 81 999 9999_dad539,+66 081 888 8888_mom539,+66 081 777 7777_sitter539,,
13128,Kid_lastname_54,Kid_name_54,4,M,K-2,firstname_dad_54,firstname_mom_54,firstname_sitter_54,lastname_dad_54,lastname_mom_54,lastname_sitter_54,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_54,mom_email_54,+66,+66,,+66 81 999 9999_dad54,+66 081 888 8888_mom54,+66 081 777 7777_sitter54,,
14618,Kid_lastname_540,Kid_name_540,11,F,P-6,firstname_dad_540,firstname_mom_540,firstname_sitter_540,lastname_dad_540,lastname_mom_540,lastname_sitter_540,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_540,mom_email_540,+66,+66,,+66 81 999 9999_dad540,+66 081 888 8888_mom540,+66 081 777 7777_sitter540,,
2319S5271,Kid_lastname_541,Kid_name_541,11,F,P-6,firstname_dad_541,firstname_mom_541,firstname_sitter_541,lastname_dad_541,lastname_mom_541,lastname_sitter_541,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_541,mom_email_541,+66,+66,,+66 81 999 9999_dad541,+66 081 888 8888_mom541,+66 081 777 7777_sitter541,,
12586,Kid_lastname_542,Kid_name_542,11,M,P-6,firstname_dad_542,firstname_mom_542,firstname_sitter_542,lastname_dad_542,lastname_mom_542,lastname_sitter_542,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_542,mom_email_542,+66,+66,,+66 81 999 9999_dad542,+66 081 888 8888_mom542,+66 081 777 7777_sitter542,,
715S3787,Kid_lastname_543,Kid_name_543,11,F,P-6,firstname_dad_543,firstname_mom_543,firstname_sitter_543,lastname_dad_543,lastname_mom_543,lastname_sitter_543,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_543,mom_email_543,+66,+66,,+66 81 999 9999_dad543,+66 081 888 8888_mom543,+66 081 777 7777_sitter543,,
14658,Kid_lastname_544,Kid_name_544,11,F,P-6,firstname_dad_544,firstname_mom_544,firstname_sitter_544,lastname_dad_544,lastname_mom_544,lastname_sitter_544,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_544,mom_email_544,+66,+66,,+66 81 999 9999_dad544,+66 081 888 8888_mom544,+66 081 777 7777_sitter544,,
13583,Kid_lastname_545,Kid_name_545,11,M,P-6,firstname_dad_545,firstname_mom_545,firstname_sitter_545,lastname_dad_545,lastname_mom_545,lastname_sitter_545,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_545,mom_email_545,+66,+66,,+66 81 999 9999_dad545,+66 081 888 8888_mom545,+66 081 777 7777_sitter545,,
13360,Kid_lastname_546,Kid_name_546,11,M,P-6,firstname_dad_546,firstname_mom_546,firstname_sitter_546,lastname_dad_546,lastname_mom_546,lastname_sitter_546,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_546,mom_email_546,+66,+66,,+66 81 999 9999_dad546,+66 081 888 8888_mom546,+66 081 777 7777_sitter546,,
12970,Kid_lastname_547,Kid_name_547,11,M,P-6,firstname_dad_547,firstname_mom_547,firstname_sitter_547,lastname_dad_547,lastname_mom_547,lastname_sitter_547,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_547,mom_email_547,+66,+66,,+66 81 999 9999_dad547,+66 081 888 8888_mom547,+66 081 777 7777_sitter547,,
422S4064,Kid_lastname_548,Kid_name_548,11,F,P-6,firstname_dad_548,firstname_mom_548,firstname_sitter_548,lastname_dad_548,lastname_mom_548,lastname_sitter_548,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_548,mom_email_548,+66,+66,,+66 81 999 9999_dad548,+66 081 888 8888_mom548,+66 081 777 7777_sitter548,,
13723,Kid_lastname_549,Kid_name_549,11,M,P-6,firstname_dad_549,firstname_mom_549,firstname_sitter_549,lastname_dad_549,lastname_mom_549,lastname_sitter_549,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_549,mom_email_549,+66,+66,,+66 81 999 9999_dad549,+66 081 888 8888_mom549,+66 081 777 7777_sitter549,,
13410,Kid_lastname_55,Kid_name_55,5,M,K-3,firstname_dad_55,firstname_mom_55,firstname_sitter_55,lastname_dad_55,lastname_mom_55,lastname_sitter_55,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_55,mom_email_55,+66,+66,,+66 81 999 9999_dad55,+66 081 888 8888_mom55,+66 081 777 7777_sitter55,,
424S5731,Kid_lastname_550,Kid_name_550,11,F,P-6,firstname_dad_550,firstname_mom_550,firstname_sitter_550,lastname_dad_550,lastname_mom_550,lastname_sitter_550,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_550,mom_email_550,+66,+66,,+66 81 999 9999_dad550,+66 081 888 8888_mom550,+66 081 777 7777_sitter550,,
14447,Kid_lastname_551,Kid_name_551,11,M,P-6,firstname_dad_551,firstname_mom_551,firstname_sitter_551,lastname_dad_551,lastname_mom_551,lastname_sitter_551,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_551,mom_email_551,+66,+66,,+66 81 999 9999_dad551,+66 081 888 8888_mom551,+66 081 777 7777_sitter551,,
2319S5272,Kid_lastname_552,Kid_name_552,11,F,P-6,firstname_dad_552,firstname_mom_552,firstname_sitter_552,lastname_dad_552,lastname_mom_552,lastname_sitter_552,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_552,mom_email_552,+66,+66,,+66 81 999 9999_dad552,+66 081 888 8888_mom552,+66 081 777 7777_sitter552,,
14435,Kid_lastname_553,Kid_name_553,11,M,P-6,firstname_dad_553,firstname_mom_553,firstname_sitter_553,lastname_dad_553,lastname_mom_553,lastname_sitter_553,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_553,mom_email_553,+66,+66,,+66 81 999 9999_dad553,+66 081 888 8888_mom553,+66 081 777 7777_sitter553,,
14557,Kid_lastname_554,Kid_name_554,11,F,P-6,firstname_dad_554,firstname_mom_554,firstname_sitter_554,lastname_dad_554,lastname_mom_554,lastname_sitter_554,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_554,mom_email_554,+66,+66,,+66 81 999 9999_dad554,+66 081 888 8888_mom554,+66 081 777 7777_sitter554,,
14558,Kid_lastname_555,Kid_name_555,11,F,P-6,firstname_dad_555,firstname_mom_555,firstname_sitter_555,lastname_dad_555,lastname_mom_555,lastname_sitter_555,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_555,mom_email_555,+66,+66,,+66 81 999 9999_dad555,+66 081 888 8888_mom555,+66 081 777 7777_sitter555,,
1622S4284,Kid_lastname_556,Kid_name_556,11,F,P-6,firstname_dad_556,firstname_mom_556,firstname_sitter_556,lastname_dad_556,lastname_mom_556,lastname_sitter_556,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_556,mom_email_556,+66,+66,,+66 81 999 9999_dad556,+66 081 888 8888_mom556,+66 081 777 7777_sitter556,,
LG008STU01,Kid_lastname_557,Kid_name_557,11,F,P-6,firstname_dad_557,firstname_mom_557,firstname_sitter_557,lastname_dad_557,lastname_mom_557,lastname_sitter_557,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_557,mom_email_557,+66,+66,,+66 81 999 9999_dad557,+66 081 888 8888_mom557,+66 081 777 7777_sitter557,,
LG008STU02,Kid_lastname_558,Kid_name_558,11,F,P-6,firstname_dad_558,firstname_mom_558,firstname_sitter_558,lastname_dad_558,lastname_mom_558,lastname_sitter_558,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_558,mom_email_558,+66,+66,,+66 81 999 9999_dad558,+66 081 888 8888_mom558,+66 081 777 7777_sitter558,,
LG008STU03,Kid_lastname_559,Kid_name_559,11,F,P-6,firstname_dad_559,firstname_mom_559,firstname_sitter_559,lastname_dad_559,lastname_mom_559,lastname_sitter_559,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_559,mom_email_559,+66,+66,,+66 81 999 9999_dad559,+66 081 888 8888_mom559,+66 081 777 7777_sitter559,,
13145,Kid_lastname_56,Kid_name_56,5,M,K-3,firstname_dad_56,firstname_mom_56,firstname_sitter_56,lastname_dad_56,lastname_mom_56,lastname_sitter_56,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_56,mom_email_56,+66,+66,,+66 81 999 9999_dad56,+66 081 888 8888_mom56,+66 081 777 7777_sitter56,,
2354S5437,Kid_lastname_560,Kid_name_560,11,F,P-6,firstname_dad_560,firstname_mom_560,firstname_sitter_560,lastname_dad_560,lastname_mom_560,lastname_sitter_560,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_560,mom_email_560,+66,+66,,+66 81 999 9999_dad560,+66 081 888 8888_mom560,+66 081 777 7777_sitter560,,
12971,Kid_lastname_561,Kid_name_561,11,M,P-6,firstname_dad_561,firstname_mom_561,firstname_sitter_561,lastname_dad_561,lastname_mom_561,lastname_sitter_561,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_561,mom_email_561,+66,+66,,+66 81 999 9999_dad561,+66 081 888 8888_mom561,+66 081 777 7777_sitter561,,
12589,Kid_lastname_562,Kid_name_562,11,M,P-6,firstname_dad_562,firstname_mom_562,firstname_sitter_562,lastname_dad_562,lastname_mom_562,lastname_sitter_562,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_562,mom_email_562,+66,+66,,+66 81 999 9999_dad562,+66 081 888 8888_mom562,+66 081 777 7777_sitter562,,
811S3053,Kid_lastname_563,Kid_name_563,11,F,P-6,firstname_dad_563,firstname_mom_563,firstname_sitter_563,lastname_dad_563,lastname_mom_563,lastname_sitter_563,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_563,mom_email_563,+66,+66,,+66 81 999 9999_dad563,+66 081 888 8888_mom563,+66 081 777 7777_sitter563,,
11456,Kid_lastname_564,Kid_name_564,11,M,P-6,firstname_dad_564,firstname_mom_564,firstname_sitter_564,lastname_dad_564,lastname_mom_564,lastname_sitter_564,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_564,mom_email_564,+66,+66,,+66 81 999 9999_dad564,+66 081 888 8888_mom564,+66 081 777 7777_sitter564,,
13057,Kid_lastname_565,Kid_name_565,11,M,P-6,firstname_dad_565,firstname_mom_565,firstname_sitter_565,lastname_dad_565,lastname_mom_565,lastname_sitter_565,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_565,mom_email_565,+66,+66,,+66 81 999 9999_dad565,+66 081 888 8888_mom565,+66 081 777 7777_sitter565,,
14379,Kid_lastname_566,Kid_name_566,11,M,P-6,firstname_dad_566,firstname_mom_566,firstname_sitter_566,lastname_dad_566,lastname_mom_566,lastname_sitter_566,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_566,mom_email_566,+66,+66,,+66 81 999 9999_dad566,+66 081 888 8888_mom566,+66 081 777 7777_sitter566,,
14644,Kid_lastname_567,Kid_name_567,11,F,P-6,firstname_dad_567,firstname_mom_567,firstname_sitter_567,lastname_dad_567,lastname_mom_567,lastname_sitter_567,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_567,mom_email_567,+66,+66,,+66 81 999 9999_dad567,+66 081 888 8888_mom567,+66 081 777 7777_sitter567,,
13473,Kid_lastname_568,Kid_name_568,11,M,P-6,firstname_dad_568,firstname_mom_568,firstname_sitter_568,lastname_dad_568,lastname_mom_568,lastname_sitter_568,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_568,mom_email_568,+66,+66,,+66 81 999 9999_dad568,+66 081 888 8888_mom568,+66 081 777 7777_sitter568,,
421S5599,Kid_lastname_569,Kid_name_569,11,F,P-6,firstname_dad_569,firstname_mom_569,firstname_sitter_569,lastname_dad_569,lastname_mom_569,lastname_sitter_569,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_569,mom_email_569,+66,+66,,+66 81 999 9999_dad569,+66 081 888 8888_mom569,+66 081 777 7777_sitter569,,
2704S6139,Kid_lastname_57,Kid_name_57,5,F,K-3,firstname_dad_57,firstname_mom_57,firstname_sitter_57,lastname_dad_57,lastname_mom_57,lastname_sitter_57,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_57,mom_email_57,+66,+66,,+66 81 999 9999_dad57,+66 081 888 8888_mom57,+66 081 777 7777_sitter57,,
14391,Kid_lastname_570,Kid_name_570,11,M,P-6,firstname_dad_570,firstname_mom_570,firstname_sitter_570,lastname_dad_570,lastname_mom_570,lastname_sitter_570,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_570,mom_email_570,+66,+66,,+66 81 999 9999_dad570,+66 081 888 8888_mom570,+66 081 777 7777_sitter570,,
14242,Kid_lastname_571,Kid_name_571,11,M,P-6,firstname_dad_571,firstname_mom_571,firstname_sitter_571,lastname_dad_571,lastname_mom_571,lastname_sitter_571,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_571,mom_email_571,+66,+66,,+66 81 999 9999_dad571,+66 081 888 8888_mom571,+66 081 777 7777_sitter571,,
14243,Kid_lastname_572,Kid_name_572,11,M,P-6,firstname_dad_572,firstname_mom_572,firstname_sitter_572,lastname_dad_572,lastname_mom_572,lastname_sitter_572,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_572,mom_email_572,+66,+66,,+66 81 999 9999_dad572,+66 081 888 8888_mom572,+66 081 777 7777_sitter572,,
405S4458,Kid_lastname_573,Kid_name_573,11,F,P-6,firstname_dad_573,firstname_mom_573,firstname_sitter_573,lastname_dad_573,lastname_mom_573,lastname_sitter_573,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_573,mom_email_573,+66,+66,,+66 81 999 9999_dad573,+66 081 888 8888_mom573,+66 081 777 7777_sitter573,,
2609S5966,Kid_lastname_574,Kid_name_574,11,F,P-6,firstname_dad_574,firstname_mom_574,firstname_sitter_574,lastname_dad_574,lastname_mom_574,lastname_sitter_574,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_574,mom_email_574,+66,+66,,+66 81 999 9999_dad574,+66 081 888 8888_mom574,+66 081 777 7777_sitter574,,
14418,Kid_lastname_575,Kid_name_575,11,M,P-6,firstname_dad_575,firstname_mom_575,firstname_sitter_575,lastname_dad_575,lastname_mom_575,lastname_sitter_575,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_575,mom_email_575,+66,+66,,+66 81 999 9999_dad575,+66 081 888 8888_mom575,+66 081 777 7777_sitter575,,
13806,Kid_lastname_576,Kid_name_576,11,M,P-6,firstname_dad_576,firstname_mom_576,firstname_sitter_576,lastname_dad_576,lastname_mom_576,lastname_sitter_576,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_576,mom_email_576,+66,+66,,+66 81 999 9999_dad576,+66 081 888 8888_mom576,+66 081 777 7777_sitter576,,
941S3551,Kid_lastname_577,Kid_name_577,11,F,P-6,firstname_dad_577,firstname_mom_577,firstname_sitter_577,lastname_dad_577,lastname_mom_577,lastname_sitter_577,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_577,mom_email_577,+66,+66,,+66 81 999 9999_dad577,+66 081 888 8888_mom577,+66 081 777 7777_sitter577,,
12981,Kid_lastname_578,Kid_name_578,11,M,P-6,firstname_dad_578,firstname_mom_578,firstname_sitter_578,lastname_dad_578,lastname_mom_578,lastname_sitter_578,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_578,mom_email_578,+66,+66,,+66 81 999 9999_dad578,+66 081 888 8888_mom578,+66 081 777 7777_sitter578,,
1035S3589,Kid_lastname_579,Kid_name_579,11,M,P-6,firstname_dad_579,firstname_mom_579,firstname_sitter_579,lastname_dad_579,lastname_mom_579,lastname_sitter_579,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_579,mom_email_579,+66,+66,,+66 81 999 9999_dad579,+66 081 888 8888_mom579,+66 081 777 7777_sitter579,,
PW003STU01,Kid_lastname_58,Kid_name_58,5,F,K-3,firstname_dad_58,firstname_mom_58,firstname_sitter_58,lastname_dad_58,lastname_mom_58,lastname_sitter_58,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_58,mom_email_58,+66,+66,,+66 81 999 9999_dad58,+66 081 888 8888_mom58,+66 081 777 7777_sitter58,,
2444S5579,Kid_lastname_580,Kid_name_580,11,F,P-6,firstname_dad_580,firstname_mom_580,firstname_sitter_580,lastname_dad_580,lastname_mom_580,lastname_sitter_580,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_580,mom_email_580,+66,+66,,+66 81 999 9999_dad580,+66 081 888 8888_mom580,+66 081 777 7777_sitter580,,
1888S4593,Kid_lastname_581,Kid_name_581,11,F,P-6,firstname_dad_581,firstname_mom_581,firstname_sitter_581,lastname_dad_581,lastname_mom_581,lastname_sitter_581,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_581,mom_email_581,+66,+66,,+66 81 999 9999_dad581,+66 081 888 8888_mom581,+66 081 777 7777_sitter581,,
1888S4589,Kid_lastname_582,Kid_name_582,11,F,P-6,firstname_dad_582,firstname_mom_582,firstname_sitter_582,lastname_dad_582,lastname_mom_582,lastname_sitter_582,Bangkok,Bangkok,"Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak","Trinity Complex, Soi Naradhiwas 3, Silom, Bang Rak",10500,10500,dad_email_582,mom_email_582,+66,+66,,+66 81 999 9999_dad582,+66 081 888 8888_mom582,+66 081 777 7777_sitter582,,
